danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,valence_lyrics,arousal_lyrics,dominance_lyrics
0.46,0.465,2,-12.493,1,0.0332,0.0427,0.00329,0.085,0.173,141.028,audio_features,spotify:track:4nKi14P1nubTkhETCFoPgn,https://api.spotify.com/v1/tracks/4nKi14P1nubTkhETCFoPgn,https://api.spotify.com/v1/audio-analysis/4nKi14P1nubTkhETCFoPgn,350000,4,Heaven Found Me,NewSpring Worship,Heaven Found Me,4nKi14P1nubTkhETCFoPgn,spotify:artist:1wUcqswHv80fp5nMF2hVwM,['anthem worship'],"[""[Verse 1]\nOh, Jesus You are always kind\nTravelled from the highest heights to save me\nFor the one you leave the ninety-nine\nYou'll never leave me nor forsake me\n\n[Verse 2]\nIt's not for me to be the restless kind\nI am covered in the peace you gave me\nClothed in righteousness and crowned with love\nHallelujah Heavеn found me\n\n[Chorus]\nYou gave Your all for me\nYou arе my everything\nAll that I'll ever need\nI can find in You\nYour endless love for me is changing everything\nHallelujah heaven found me\n[Verse 3]\nNo You’re not the type to tell me lies\nI believe You when You say You love me\nI am Yours and You are always mine\nHallelujah Heaven found me\n\n[Chorus]\nYou gave Your all for me\nYou are my everything\nAll that I'll ever need\nI can find in You\nYour endless love for me is changing everything\nHallelujah heaven found me\n\n[Bridge]\nYou gave me life\nI give my all for you\nMy one desire\nI lift my hands to you\nYour Name is great\nMy lips will sing to You\nHallelujah\n\n[Verse 4]\nTo redeem me you would surely die\nTo restore me you would give your body\nBy your blood my debt was satisfied\nHallelujah Heaven found me\n\n[Chorus]\nYou gave Your all for me\nYou are my everything\nAll that I'll ever need\nI can find in You\nYour endless love for me is changing everything\nHallelujah heaven found me""]",36.0,2022-01-28,oh jesus always kind travelled highest heights save one leave ninety-nine never leave forsake restless kind covered peace gave clothed righteousness crowned love hallelujah heavеn found gave arе everything i'll ever need find endless love changing everything hallelujah heaven found you’re type tell lies believe say love always mine hallelujah heaven found gave everything i'll ever need find endless love changing everything hallelujah heaven found gave life give one desire lift hands name great lips sing hallelujah redeem would surely die restore would give body blood debt satisfied hallelujah heaven found gave everything i'll ever need find endless love changing everything hallelujah heaven found,3.2236206896551716,2.4013793103448275,3.095689655172413
0.437,0.551,11,-9.116,1,0.0307,0.00696,0.00397,0.102,0.145,144.121,audio_features,spotify:track:6eC11uITpnmGtgTjzCbV6y,https://api.spotify.com/v1/tracks/6eC11uITpnmGtgTjzCbV6y,https://api.spotify.com/v1/audio-analysis/6eC11uITpnmGtgTjzCbV6y,248356,3,Higher Love,Riley Harrison Clark,Higher Love,6eC11uITpnmGtgTjzCbV6y,spotify:artist:2wRK19LM6qhuG2EqkSAl2r,[],[''],40.0,2022-02-11,Error: No lyrics found,,,
0.245,0.597,10,-7.998,1,0.0349,0.00413,0.0,0.0993,0.0579,151.684,audio_features,spotify:track:6lLozbL0VtjIGKEm7Eeh2j,https://api.spotify.com/v1/tracks/6lLozbL0VtjIGKEm7Eeh2j,https://api.spotify.com/v1/audio-analysis/6lLozbL0VtjIGKEm7Eeh2j,295464,4,Come Have Everything,Jonathan Turner,Come Have Everything,6lLozbL0VtjIGKEm7Eeh2j,spotify:artist:2UN7nXiNisIAnnun9WZ1qJ,[],[''],35.0,2022-02-11,Error: No lyrics found,,,
0.616,0.488,7,-7.513,1,0.0265,0.473,5.34e-05,0.106,0.501,75.0,audio_features,spotify:track:6RlliUfY8hTxnaK85e6D5Z,https://api.spotify.com/v1/tracks/6RlliUfY8hTxnaK85e6D5Z,https://api.spotify.com/v1/audio-analysis/6RlliUfY8hTxnaK85e6D5Z,222397,4,Better Than A Hallelujah,Amy Grant,Somewhere Down The Road,6RlliUfY8hTxnaK85e6D5Z,spotify:artist:72Nhcx7prNk2ZCxhx0Y5es,"['adult standards', 'christian music']","[""[Verse 1: Amy Grant]\nGod loves a lullaby\nIn a mother's tears in the dead of night\nBetter than a Hallelujah sometimes\n\n[Verse 2: Amy Grant]\nGod loves the drunkard's cry\nThe soldier's plea not to let him die\nBetter than a Hallelujah sometimes\n\n[Chorus: Amy Grant]\nWe pour out our miseries\nGod just hears a melody\nBeautiful, the mess we are\nThe honest cries of breaking hearts\nAre better than a Hallelujah\n[Verse 3: Amy Grant]\nThe woman holding on for life\nThe dying man giving up the fight\nAre better than a Hallelujah sometimes\n\n[Verse 4: Amy Grant]\nThe tears of shame for what's been done\nThe silence when the words won't come\nAre better than a Hallelujah sometimes\n\n[Chorus: Amy Grant]\nWe pour out our miseries\nGod just hears a melody\nBeautiful, the mess we are\nThe honest cries of breaking hearts\nAre better than a Hallelujah\n\n[Bridge: Amy Grant]\nBetter than a church bell ringing\nBetter than a choir singing out, singing out\n\n[Chorus: Amy Grant]\nWe pour out our miseries\nGod just hears a melody\nBeautiful, the mess we are\nThe honest cries of breaking hearts\nAre better than a Hallelujah\n[Chorus: Amy Grant]\nWe pour out our miseries\nGod just hears a melody\nBeautiful, the mess we are\nThe honest cries of breaking hearts\nAre better than a Hallelujah\n\n[Outro: Amy Grant]\nBetter than a Hallelujah sometimes\nBetter than a Hallelujah\nBetter than a Hallelujah sometimes""]",47.0,2010,god loves lullaby mother's tears dead night better hallelujah sometimes god loves drunkard's cry soldier's plea let die better hallelujah sometimes pour miseries god hears melody beautiful mess honest cries breaking hearts better hallelujah woman holding life dying man giving fight better hallelujah sometimes tears shame what's done silence words come better hallelujah sometimes pour miseries god hears melody beautiful mess honest cries breaking hearts better hallelujah better church bell ringing better choir singing singing pour miseries god hears melody beautiful mess honest cries breaking hearts better hallelujah pour miseries god hears melody beautiful mess honest cries breaking hearts better hallelujah better hallelujah sometimes better hallelujah better hallelujah sometimes,2.766136363636364,2.3461363636363637,2.689772727272727
0.305,0.437,9,-7.327,1,0.0319,0.205,2.61e-05,0.105,0.0392,143.443,audio_features,spotify:track:7lWozVBrvBZp8xpARVxmaJ,https://api.spotify.com/v1/tracks/7lWozVBrvBZp8xpARVxmaJ,https://api.spotify.com/v1/audio-analysis/7lWozVBrvBZp8xpARVxmaJ,297214,4,All I Have,CCV Music,All I Have,7lWozVBrvBZp8xpARVxmaJ,spotify:artist:70Gna7fVbm97TQzkkWai3e,[],"[""[Verse 1]\nWhy should I worry what tomorrow brings\nAnd place my hope in temporary things\nIf all that I'm holding were to slip away\nStill I'm held by One who's name will never fade\n\n[Chorus]\nIf all I have is Jesus, I have all I need\nIf all I have is Jesus, I have everything\n\n[Verse 2]\nHere in Your presence, there is always peace\nThat surpasses all I know and all I see\nYou are my treasure, worth more to me\nThan what riches of this world could ever bring\n[Chorus]\nIf all I have is Jesus, I have all I need\nIf all I have is Jesus, I have everything\nEverything\n\n[Bridge]\nThere's nothing else, no better thing\nYou're all I want, You're all I need\nThere's nothing else, no better thing\nYou're all I want, You're all I need\nThere's nothing else, no better thing\nYou're all I want, You're all I need\nThere's nothing else, no better thing\nYou're all I want, You're all I need\n\n[Interlude]\nOoh\nHey\n\n[Chorus]\nIf all I have is Jesus, I have all I need\nIf all I have is Jesus, I have everything\nI have everything\n\n[Outro]\nI have everything""]",44.0,2022-01-28,worry tomorrow brings place hope temporary things i'm holding slip away still i'm held one who's name never fade jesus need jesus everything presence always peace surpasses know see treasure worth riches world could ever bring jesus need jesus everything everything there's nothing else better thing want need there's nothing else better thing want need there's nothing else better thing want need there's nothing else better thing want need ooh hey jesus need jesus everything everything everything,2.641428571428571,1.9152380952380959,2.4592857142857145
0.452,0.865,9,-6.518,1,0.0398,0.000436,4.4e-06,0.646,0.147,76.991,audio_features,spotify:track:2SaCvZYfLbezG0UGeffr1S,https://api.spotify.com/v1/tracks/2SaCvZYfLbezG0UGeffr1S,https://api.spotify.com/v1/audio-analysis/2SaCvZYfLbezG0UGeffr1S,291028,4,You Won It All (Heaven's Champion) [Live],Victory House Worship,You Won It All (Live),2SaCvZYfLbezG0UGeffr1S,spotify:artist:6kzOnutG18rqaBCLzY0gwI,[],"['Through the valley, through the night\nHe stands beside me through the fight\nMountains move and giants fall\nMy rock, my God has done it all\n\nHeaven’s Champion\nKing of all\nMighty warrior\nAll powerful\nGreat Redeemer\nFaithful\nHeaven’s Champion\nYou won\u205fit\u205fall\n\nMy\u205fmelody when there’s\u205fno song\nMy hope\u205fwhen I have lost it all\nWhen I am weak He’s ever strong\nThis battle’s been His all along\nYes this battle’s been His all along\nHeaven’s Champion\nKing of all\nMighty warrior\nAll powerful\nGreat Redeemer\nFaithful\nHeaven’s Champion\nYou won it all\n\nDeprеssion is beaten, addiction can’t stay\nYou won it all\nYou won it all\nShame is еvicted and fear is afraid\nYou won it all\nYou won it all\nDeath is defeated and lives are restored\nYou won it all\nYou won it all\nIn every battle the victory is Yours\nYou won it all\nYou won it all']",39.0,2022-02-11,valley night stands beside fight mountains move giants fall rock god done heaven’s champion king mighty warrior powerful great redeemer faithful heaven’s champion melody there’s song hope lost weak he’s ever strong battle’s along yes battle’s along heaven’s champion king mighty warrior powerful great redeemer faithful heaven’s champion deprеssion beaten addiction can’t stay shame еvicted fear afraid death defeated lives restored every battle victory,3.0846938775510213,2.8767346938775518,3.145918367346939
0.491,0.872,9,-7.427,1,0.0395,0.00741,0.0028,0.112,0.659,177.967,audio_features,spotify:track:4Cz2HcaQrsyBDw3ycWNISG,https://api.spotify.com/v1/tracks/4Cz2HcaQrsyBDw3ycWNISG,https://api.spotify.com/v1/audio-analysis/4Cz2HcaQrsyBDw3ycWNISG,277462,4,The Lion Still Roars,Arrows,The Lion Still Roars,4Cz2HcaQrsyBDw3ycWNISG,spotify:artist:0WbzNOl1bRvigCUwzhtjJl,[],[''],40.0,2022-01-28,Error: No lyrics found,,,
0.39,0.457,9,-7.915,1,0.0327,0.0874,8.9e-06,0.123,0.145,143.977,audio_features,spotify:track:4PYOh644yKjYyvyVUHqcof,https://api.spotify.com/v1/tracks/4PYOh644yKjYyvyVUHqcof,https://api.spotify.com/v1/audio-analysis/4PYOh644yKjYyvyVUHqcof,290413,3,Great Are You Lord - Live,All Sons & Daughters,Live,4PYOh644yKjYyvyVUHqcof,spotify:artist:44LPOpECjnIlnwH91wo2ir,"['anthem worship', 'ccm', 'christian music', 'christian uplift', 'indiecoustica', 'roots worship', 'world worship', 'worship']","[""[Verse 1]\nYou give life, You are love\nYou bring light to the darkness\nYou give hope, You restore\nEvery heart that is broken\nGreat are You, Lord\n\n[Chorus]\nIt's Your breath in our lungs\nSo we pour out our praise\nWe pour out our praise\nIt's Your breath in our lungs\nSo we pour out our praise to You only\n\n[Verse 1]\nYou give life, You are love\nYou bring light to the darkness\nYou give hope, You restore (You restore)\nEvery heart that is broken\nGreat are You, Lord\n[Chorus]\nIt's Your breath in our lungs\nSo we pour out our praise\nWe pour out our praise\nIt's Your breath in our lungs\nSo we pour out our praise to You only\nIt's Your breath in our lungs\nSo we pour out our praise\nWe pour out our praise\nIt's Your breath in our lungs\nSo we pour out our praise to You only\n\n[Bridge]\nAll the earth will shout Your praise\nOur hearts will cry, these bones will sing\nGreat are You, Lord\n\nAll the earth will shout Your praise\nOur hearts will cry, these bones will sing\nGreat are You, Lord\n\nAll the earth will shout Your praise\nOur hearts will cry, these bones will sing\nGreat are You, Lord\n\n[Chorus]\nIt's Your breath in our lungs\nSo we pour out our praise\nWe pour out our praise\nIt's Your breath in our lungs\nSo we pour out our praise to You only\nIt's Your breath in our lungs\nSo we pour out our praise\nWe pour out our praise\nIt's Your breath in our lungs (only)\nSo we pour out our praise to You only\nGreat are You Lord""]",60.0,2013-04-21,give life love bring light darkness give hope restore every heart broken great lord breath lungs pour praise pour praise breath lungs pour praise give life love bring light darkness give hope restore restore every heart broken great lord breath lungs pour praise pour praise breath lungs pour praise breath lungs pour praise pour praise breath lungs pour praise earth shout praise hearts cry bones sing great lord earth shout praise hearts cry bones sing great lord earth shout praise hearts cry bones sing great lord breath lungs pour praise pour praise breath lungs pour praise breath lungs pour praise pour praise breath lungs pour praise great lord,5.106521739130435,3.766956521739131,4.676521739130434
0.194,0.324,1,-12.412,1,0.0338,0.902,0.196,0.109,0.157,169.758,audio_features,spotify:track:2s1a8wNeH6IiOSowWj9veS,https://api.spotify.com/v1/tracks/2s1a8wNeH6IiOSowWj9veS,https://api.spotify.com/v1/audio-analysis/2s1a8wNeH6IiOSowWj9veS,213730,3,Be Thou My Vision,Audrey Assad,Inheritance,2s1a8wNeH6IiOSowWj9veS,spotify:artist:1GKYNY4rIPnOuTfC0J1IWw,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'world worship', 'worship']","['[Verse 1]\nBe Thou my Vision, O Lord of my heart\nNaught be all else to me, save that Thou art\nThou my best Thought, by day or by night\nWaking or sleeping, Thy presence my light\n\n[Verse 2]\nBe Thou my Wisdom, and Thou my true Word\nI ever with Thee and Thou with me, Lord\nThou my great Father, I Thy true son\nThou in me dwelling, and I with Thee one\n\n[Verse 3]\nRiches I heed not, nor man’s empty praise\nThou mine Inheritance, now and always\nThou and Thou only, first in my heart\nHigh King of Heaven, my Treasure Thou art\n[Verse 4]\nHigh King of Heaven, my victory won\nMay I reach Heaven’s joys, O bright Heav’n’s Sun!\nHeart of my own heart, whate’er befall\nStill be my Vision, O Ruler of all']",55.0,2016-02-12,thou vision lord heart naught else save thou art thou best thought day night waking sleeping thy presence light thou wisdom thou true word ever thee thou lord thou great father thy true son thou dwelling thee one riches heed man’s empty praise thou mine inheritance always thou thou first heart high king heaven treasure thou art high king heaven victory may reach heaven’s joys bright heav’n’s sun! heart heart whate’er befall still vision ruler,4.055000000000001,2.665,3.671346153846154
0.217,0.466,0,-6.156,1,0.0346,0.0167,2.58e-05,0.152,0.173,149.398,audio_features,spotify:track:6WSFMa721PvfnspCRsGOMh,https://api.spotify.com/v1/tracks/6WSFMa721PvfnspCRsGOMh,https://api.spotify.com/v1/audio-analysis/6WSFMa721PvfnspCRsGOMh,318693,3,How He Loves,David Crowder Band,Church Music,6WSFMa721PvfnspCRsGOMh,spotify:artist:7DhP3bGT7dzr1dCkkH5mTS,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'roots worship', 'world worship', 'worship']","[""[Verse]\nHe is jealous for me\nLoves like a hurricane\nI am a tree bending beneath\nThe weight of His wind and mercy\nWhen all of a sudden\nI am unaware of these afflictions eclipsed by glory\nAnd I realize just how beautiful You are\nAnd how great Your affections are for me\n\n[Chorus]\nAnd oh how He loves us\nOh, oh how He loves us\nHow He loves us all\n\n[Verse]\nAnd He is jealous for me\nLoves like a hurricane\nI am a tree bending beneath\nThe weight of His wind and mercy\nWhen all of a sudden\nI am unaware of these afflictions eclipsed by glory\nAnd I realize just how beautiful You are\nAnd how great Your affections are for me\n[Chorus]\nAnd oh how He loves us\nOh, oh how He loves us\nHow He loves us all\n\n[Post-Chorus]\nYeah, He loves us\nOh, how He loves us\nOh, how He loves us\nOh, how He loves\n\n[Bridge]\nAnd we are His portion\nAnd He is our prize\nDrawn to redemption by the grace in His eyes\nIf His grace is an ocean, we're all sinking\nWhen heaven meets earth like an unforeseen kiss\nAnd my heart turns violently inside of my chest\nI don't have time to maintain these regrets\nWhen I think about the way that He loves us\n\n[Chorus]\nAnd oh how He loves us\nOh, oh how He loves us\nHow He loves us all\nAnd oh how He loves us\nOh, oh how He loves us\nHow He loves us all\nAnd oh how He loves us\nOh, oh how He loves us\nHow He loves us all""]",62.0,2009-01-01,jealous loves like hurricane tree bending beneath weight wind mercy sudden unaware afflictions eclipsed glory realize beautiful great affections oh loves us oh oh loves us loves us jealous loves like hurricane tree bending beneath weight wind mercy sudden unaware afflictions eclipsed glory realize beautiful great affections oh loves us oh oh loves us loves us yeah loves us oh loves us oh loves us oh loves portion prize drawn redemption grace eyes grace ocean we're sinking heaven meets earth like unforeseen kiss heart turns violently inside chest time maintain regrets think way loves us oh loves us oh oh loves us loves us oh loves us oh oh loves us loves us oh loves us oh oh loves us loves us,3.5893478260869562,2.5121739130434793,3.249130434782608
0.339,0.874,10,-5.794,0,0.0716,0.00241,0.0,0.366,0.16,151.96,audio_features,spotify:track:3JTAiYMIby5pLUjJCcuYSS,https://api.spotify.com/v1/tracks/3JTAiYMIby5pLUjJCcuYSS,https://api.spotify.com/v1/audio-analysis/3JTAiYMIby5pLUjJCcuYSS,462013,4,The Anthem (Full Song) - Live,Planetshakers,Limitless (Live),3JTAiYMIby5pLUjJCcuYSS,spotify:artist:5A0SFJQSdSjFHGcndiGT1s,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",[''],51.0,2013-01-13,Error: No lyrics found,,,
0.519,0.76,2,-4.41,1,0.0349,0.0319,1.59e-05,0.241,0.149,130.03,audio_features,spotify:track:1dtzjTkNecIRAL4X3u4CtL,https://api.spotify.com/v1/tracks/1dtzjTkNecIRAL4X3u4CtL,https://api.spotify.com/v1/audio-analysis/1dtzjTkNecIRAL4X3u4CtL,261693,4,We Believe,Newsboys,Restart,1dtzjTkNecIRAL4X3u4CtL,spotify:artist:1SZMaiNHfdUuU0qZKZ6y62,"['ccm', 'christian alternative rock', 'christian music', 'worship']","['[Verse 1]\nIn this time of desperation\nWhen all we know is doubt and fear\nThere is only one foundation\nWe believe, we believe\n\n[Verse 2]\nIn this broken generation\nWhen all is dark, You help us see\nThere is only one salvation\nWe believe, we believe\n\n[Chorus]\nWe believe in God the Father\nWe believe in Jesus Christ\nWe believe in the Holy Spirit\nAnd He\'s given us new life\nWe believe in the Crucifixion\nWe believe that He conquered death\nWe believe in the Resurrection\nAnd He\'s comin\' back again\nWe believe\n[Verse 3]\nSo, let our faith be more than anthems\nGreater than the songs we sing\nAnd in our weakness and temptations\nWe believe, we believe\n\n[Chorus]\nWe believe in God the Father\nWe believe in Jesus Christ\nWe believe in the Holy Spirit\nAnd He\'s given us new life\nWe believe in the Crucifixion\nWe believe that He conquered death\nWe believe in the Resurrection\nAnd He\'s comin\' back again\n\n[Bridge]\nLet the lost be found and the dead be raised\nIn the here and now, let love invade\nLet the church live loud, ""Our God"" we\'ll say\nWe believe, we believe\nAnd the gates of Hell will not prevail\nFor the power of God has torn the veil\nNow we know Your love will never fail\nWe believe, we believe\n\n[Chorus]\nWe believe in God the Father\nWe believe in Jesus Christ\nWe believe in the Holy Spirit\nAnd He\'s given us new life\nWe believe in the Crucifixion\nWe believe that He conquered death\nWe believe in the Resurrection\nAnd He\'s comin\' back\n\n[Outro]\nHe\'s comin\' back again\nHe\'s comin\' back again\nWe believe\nWe believe']",60.0,2013-01-01,"time desperation know doubt fear one foundation believe believe broken generation dark help us see one salvation believe believe believe god father believe jesus christ believe holy spirit he's given us new life believe crucifixion believe conquered death believe resurrection he's comin' back believe let faith anthems greater songs sing weakness temptations believe believe believe god father believe jesus christ believe holy spirit he's given us new life believe crucifixion believe conquered death believe resurrection he's comin' back let lost found dead raised let love invade let church live loud ""our god"" we'll say believe believe gates hell prevail power god torn veil know love never fail believe believe believe god father believe jesus christ believe holy spirit he's given us new life believe crucifixion believe conquered death believe resurrection he's comin' back he's comin' back he's comin' back believe believe",3.3998333333333335,2.8701666666666674,3.320666666666666
0.318,0.573,1,-5.653,1,0.0324,0.107,0.0,0.0854,0.0765,156.054,audio_features,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp,https://api.spotify.com/v1/tracks/0jOSpB2zK2O0SNxj8ZT5lp,https://api.spotify.com/v1/audio-analysis/0jOSpB2zK2O0SNxj8ZT5lp,305427,4,How Great Is Our God,Chris Tomlin,How Great Is Our God: The Essential Collection,0jOSpB2zK2O0SNxj8ZT5lp,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']","['[Verse 1]\nThe splendor of a King, clothed in majesty\nLet all the earth rejoice\nAll the earth rejoice\nHe wraps himself in Light, and darkness tries to hide\nAnd trembles at His voice\nTrembles at His voice\n\n[Chorus]\nHow great is our God, sing with me\nHow great is our God, and all will see\nHow great, how great is our God\n\n[Verse 2]\nAge to age He stands\nAnd time is in His hands\nBeginning and the end\nBeginning and the end\nThe Godhead Three in One\nFather Spirit Son\nThe Lion and the Lamb\nThe Lion and the Lamb\n[Chorus]\nHow great is our God, sing with me\nHow great is our God, and all will see\nHow great, how great is our God\n\n[Bridge]\nName above all names\nWorthy of our praise\nMy heart will sing\nHow great is our God\n\n[Chorus]\nHow great is our God, sing with me\nHow great is our God, and all will see\nHow great, how great is our God']",65.0,2011-01-01,splendor king clothed majesty let earth rejoice earth rejoice wraps light darkness tries hide trembles voice trembles voice great god sing great god see great great god age age stands time hands beginning end beginning end godhead three one father spirit son lion lamb lion lamb great god sing great god see great great god name names worthy praise heart sing great god great god sing great god see great great god,4.953783783783783,3.2089189189189193,4.482162162162162
0.425,0.601,8,-7.532,1,0.0308,0.0122,0.000503,0.0906,0.088,144.009,audio_features,spotify:track:70ER6vkUI8BWhI8uXLAvGJ,https://api.spotify.com/v1/tracks/70ER6vkUI8BWhI8uXLAvGJ,https://api.spotify.com/v1/audio-analysis/70ER6vkUI8BWhI8uXLAvGJ,273013,3,Power of the Cross,Shelly E. Johnson,Power of the Cross,70ER6vkUI8BWhI8uXLAvGJ,spotify:artist:51ivlzD9Vuy7pi21E3FF67,[],"[""[Verse 1]\nOnce in darkness, now in light\nOnce blind, now you see\nOnce a sinner, now a saint\nOnce\u2005bound,\u2005now free\n\n[Chorus]\nThat's the\u2005power of the cross\nSee the chains\u2005fall\nThat’s the power of the cross\nSee the chains fall\n\n[Verse 2]\nOnce a stranger, now a child\nEmpty, now filled\nOnce condemned, now reconciled\nBroken, now healed\n[Chorus]\nThat's the power of the cross\nSee the chains fall\nThat's the power of the cross\nSee the chains fall\n\n[Verse 3]\nOnce a prodigal, now home\nOnce lost, now found\nOnce an enemy, but now a friend\nOnce poor, now crowned!\n\n[Chorus]\nThat’s thе power of the cross\nSee the chains fall\nThat's thе power of the cross\nSee the chains fall""]",38.0,2022-03-04,darkness light blind see sinner saint bound free that's power cross see chains fall that’s power cross see chains fall stranger child empty filled condemned reconciled broken healed that's power cross see chains fall that's power cross see chains fall prodigal home lost found enemy friend poor crowned! that’s thе power cross see chains fall that's thе power cross see chains fall,3.35,2.9896774193548388,3.3322580645161293
0.595,0.894,11,-4.115,1,0.0323,0.000583,1.24e-06,0.326,0.643,101.987,audio_features,spotify:track:2XEdrmqNM9ZQQ24ViuceB0,https://api.spotify.com/v1/tracks/2XEdrmqNM9ZQQ24ViuceB0,https://api.spotify.com/v1/audio-analysis/2XEdrmqNM9ZQQ24ViuceB0,223427,4,"Hello, My Name Is",Matthew West,Into The Light,2XEdrmqNM9ZQQ24ViuceB0,spotify:artist:6e8OTLDQpaz1Tl2GEaxsNj,"['ccm', 'christian alternative rock', 'christian music', 'worship']","[""[Verse 1]\nHello, my name is regret\nI'm pretty sure we have met\nEvery single day of your life\nI'm the whisper inside\nWon't let you forget\n\nHello, my name is defeat\nI know you recognize me\nJust when you think you can win\nI'll drag you right back down again\n'Til you've lost all belief\n\n[Pre-Chorus]\nThese are the voices\nThese are the lies\nAnd I have believed them\nFor the very last time\n[Hook]\nHello, my name is child of the one true King\nI've been saved, I've been changed, and I have been set free\nAmazing grace is the song I sing\nHello, my name is child of the one true King\n\n[Verse 2]\nI am no longer defined\nBy all the wreckage behind\nThe One who makes all things new\nHas proven it's true\nJust take a look at my life\n\n[Hook]\n\n[Bridge]\nWhat a love the Father has lavished upon us\nThat we should be called His children\nI am a child of the one true King\n\nWhat a love the Father has lavished upon us\nThat we should be called his children\n\n[Chorus]\n\n[Outro]\nI am a child of the one true king""]",60.0,2012-01-01,hello name regret i'm pretty sure met every single day life i'm whisper inside let forget hello name defeat know recognize think win i'll drag right back 'til lost belief voices lies believed last time [hook] hello name child one true king i've saved i've changed set free amazing grace song sing hello name child one true king longer defined wreckage behind one makes things new proven true take look life [hook] love father lavished upon us called children child one true king love father lavished upon us called children child one true king,3.4388888888888887,2.4757142857142855,3.2725396825396817
0.533,0.536,0,-7.255,1,0.0322,0.0498,0.0,0.191,0.246,110.573,audio_features,spotify:track:4v8GJxLdvUiN7R31cKcmNL,https://api.spotify.com/v1/tracks/4v8GJxLdvUiN7R31cKcmNL,https://api.spotify.com/v1/audio-analysis/4v8GJxLdvUiN7R31cKcmNL,187293,4,Broken Things,Matthew West,All In,4v8GJxLdvUiN7R31cKcmNL,spotify:artist:6e8OTLDQpaz1Tl2GEaxsNj,"['ccm', 'christian alternative rock', 'christian music', 'worship']","[""[Verse 1]\nIf grace was a kingdom, I stopped at the gate\nThinking I don’t deserve to pass through after all the mistakes that I’ve made\nOh, but I heard a whisper as Heaven bent down\nSaid, “Child, don’t you know that the first will be last and the last get a crown”\n\n[Chrous]\nNow I’m just a beggar in the presence of a King\nI wish I could bring so much more\nBut if it’s true You use broken things\nThen here I am Lord, I'm all Yours\n\n[Verse 2]\nThe pages of history they tell me it’s true\nThat it’s never the perfect; it’s always the ones with the scars that You use\nOh, it’s the rebels and the prodigals; it’s the humble and the weak\nAll the misfit heroes You chose, tell me there’s hope for sinners like me\n[Chrous]\nNow I’m just a beggar in the presence of a King\nI wish I could bring so much more\nBut if it’s true You use broken things\nThen here I am Lord, I'm all Yours\nI'm all Yours\n\n[Outro]\nGrace is a kingdom with gates open wide\nThere’s a seat at the table just waiting for you\nSo, come on inside""]",59.0,2017-09-22,grace kingdom stopped gate thinking don’t deserve pass mistakes i’ve made oh heard whisper heaven bent said “child don’t know first last last get crown” [chrous] i’m beggar presence king wish could bring much it’s true use broken things lord i'm pages history tell it’s true it’s never perfect; it’s always ones scars use oh it’s rebels prodigals; it’s humble weak misfit heroes chose tell there’s hope sinners like [chrous] i’m beggar presence king wish could bring much it’s true use broken things lord i'm i'm grace kingdom gates open wide there’s seat table waiting come inside,2.520757575757576,1.7839393939393944,2.4789393939393936
0.602,0.831,7,-5.97,1,0.0284,0.0525,0.0,0.0788,0.902,124.035,audio_features,spotify:track:5Y5XkIARKHYaYEZa5tMWPU,https://api.spotify.com/v1/tracks/5Y5XkIARKHYaYEZa5tMWPU,https://api.spotify.com/v1/audio-analysis/5Y5XkIARKHYaYEZa5tMWPU,176037,4,You're The Fire,Arrows,You're The Fire,5Y5XkIARKHYaYEZa5tMWPU,spotify:artist:0WbzNOl1bRvigCUwzhtjJl,[],[''],39.0,2022-03-25,Error: No lyrics found,,,
